abbr,year,population,vacc,dose1,dose2,dose3,dose4,dose5,dose6,dose7,doseUNK,total_dose,total_dose1,total_dose2,td1_sum,dose1_pop_ratio,td2_sum,dose2_pop_ratio,td_sum,dose_pop_ratio,name
NL,2020,17407585,COMBA.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Netherlands
NL,2020,17407585,COMBA.4-5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Netherlands
NL,2020,17407585,JANSS,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Netherlands
NL,2020,17407585,MOD,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Netherlands
NL,2020,17407585,MODBA.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Netherlands
NL,2020,17407585,NVXD,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Netherlands
NL,2020,17407585,UNK,3,0,0,0,0,0,0,0,3,3,0,3,1.723386673108303e-07,0,0.0,3,1.723386673108303e-07,Netherlands
NL,2021,17475415,AZ,1263487,1176176,0,0,0,0,0,5,2439668,1263487,1176176,1263487,0.07230082947958603,1176176,0.06730461050567325,2439668,0.13960572610149743,Netherlands
NL,2021,17475415,COM,8924727,8327429,1702400,0,0,0,0,127877,19082433,8924727,8327429,8924747,0.5107030076252839,8327429,0.4765225317968128,19082453,1.0919599334264738,Netherlands
NL,2021,17475415,COMBA.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Netherlands
NL,2021,17475415,COMBA.4-5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Netherlands
NL,2021,17475415,JANSS,744608,725,0,0,0,0,0,0,745333,744608,725,744608,0.042608887972045296,725,4.148685453249608e-05,745333,0.0426503748265778,Netherlands
NL,2021,17475415,MOD,982226,909685,2909148,0,0,0,0,2950,4804009,982226,909685,982226,0.056206161627635164,909685,0.05205513002123269,4804009,0.2749009966286924,Netherlands
NL,2021,17475415,MODBA.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Netherlands
NL,2021,17475415,NVXD,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Netherlands
NL,2021,17475415,UNK,4501,573,6640,0,0,0,0,282,11996,4501,573,4504,0.00025773350733015494,573,3.278892089257966e-05,11999,0.0006866217483247179,Netherlands
NL,2022,17590672,AZ,0,0,0,0,0,0,0,0,0,0,0,1263487,0.07182710245521036,1176176,0.06686361953653618,2439668,0.13869100623330366,Netherlands
NL,2022,17590672,COM,49572,104229,3002554,626323,3016,4,0,2045,3787743,49572,104229,8974319,0.5101748813234651,8431658,0.47932551979822036,22870196,1.3001320245184493,Netherlands
NL,2022,17590672,COMBA.1,2,2,100140,638621,327206,1250,0,0,1067221,2,2,2,1.1369662284647227e-07,2,1.1369662284647227e-07,1067221,0.06066971176541749,Netherlands
NL,2022,17590672,COMBA.4-5,0,0,10,143,75,0,0,0,228,0,0,0,0.0,0,0.0,228,1.2961415004497838e-05,Netherlands
NL,2022,17590672,JANSS,3298,57,730,0,0,0,0,0,4085,3298,57,747906,0.042517193203306845,782,4.445537953297066e-05,749418,0.042603147850178776,Netherlands
NL,2022,17590672,MOD,362,1769,1544126,2030012,2547,0,0,168,3578984,362,1769,982588,0.055858468624734745,911454,0.051814620839954265,8382993,0.47655899672280855,Netherlands
NL,2022,17590672,MODBA.1,0,0,87708,1021709,1780623,2363,0,0,2892403,0,0,0,0.0,0,0.0,2892403,0.16442822650550246,Netherlands
NL,2022,17590672,NVXD,1899,1390,102,134,48,0,0,0,3573,1899,1390,1899,0.00010795494339272542,1390,7.901915287829822e-05,3573,0.00020311901671522272,Netherlands
NL,2022,17590672,UNK,112,325,572,189,52,4,0,53,1307,112,325,4616,0.000262411805529658,898,5.104978365806605e-05,13306,0.00075642363179758,Netherlands
NL,2023,17590672,AZ,0,0,0,0,0,0,0,0,0,0,0,1263487,0.07182710245521036,1176176,0.06686361953653618,2439668,0.13869100623330366,Netherlands
NL,2023,17590672,COM,1520,1709,97,22,18,5,0,0,3371,1520,1709,8975839,0.5102612907568284,8433367,0.4794226735624426,22873567,1.3003236601762571,Netherlands
NL,2023,17590672,COMBA.1,0,1,15522,59750,40120,658,0,0,116051,0,1,2,1.1369662284647227e-07,3,1.705449342697084e-07,1183272,0.06726701515439547,Netherlands
NL,2023,17590672,COMBA.4-5,58,56,2119,2920,1238,835,0,0,7226,58,56,58,3.2972020625476958e-06,56,3.1835054397012235e-06,7454,0.0004237473133488021,Netherlands
NL,2023,17590672,JANSS,1151,20,158,0,0,0,0,0,1329,1151,20,749057,0.04258262560975499,802,4.559234576143538e-05,750747,0.04267869925606026,Netherlands
NL,2023,17590672,MOD,0,0,0,0,0,0,0,0,0,0,0,982588,0.055858468624734745,911454,0.051814620839954265,8382993,0.47655899672280855,Netherlands
NL,2023,17590672,MODBA.1,0,0,3134,27515,41282,516,0,0,72447,0,0,0,0.0,0,0.0,2964850,0.16854671612318164,Netherlands
NL,2023,17590672,NVXD,206,186,68,50,13,1,0,0,524,206,186,2105,0.00011966569554591206,1576,8.959293880302015e-05,4097,0.00023290753190099845,Netherlands
NL,2023,17590672,UNK,0,1,1,35,19,54,0,0,110,0,1,4616,0.000262411805529658,899,5.110663196948928e-05,13416,0.000762676946054136,Netherlands
NO,2020,5367580,COM,2399,0,0,0,0,0,0,0,2399,2399,0,2399,0.00044694257002224466,0,0.0,2399,0.00044694257002224466,Norway
NO,2021,5391369,AZ,143171,4536,109,1,0,0,0,0,147817,143171,4536,143171,0.02655559283736654,4536,0.0008413447493577234,147817,0.02741734056785948,Norway
NO,2021,5391369,COM,3269034,2791060,1309273,785,6,0,0,0,7370158,3269034,2791060,3271433,0.6067907798557287,2791060,0.5176904047932909,7372557,1.3674740126301872,Norway
NO,2021,5391369,JANSS,7030,143,23,1,0,0,0,0,7197,7030,143,7030,0.0013039359761871242,143,2.6523875475783607e-05,7197,0.0013349114111833192,Norway
NO,2021,5391369,MOD,545064,1023040,255236,1173,4,0,0,0,1824517,545064,1023040,545064,0.10109936826805956,1023040,0.18975514382339626,1824517,0.3384144175625894,Norway
NO,2022,5425270,AZ,9,46,121,72,5,0,0,0,253,9,46,143180,0.02639131324339618,4582,0.0008445662612183356,148070,0.02729265087267546,Norway
NO,2022,5425270,COM,27635,71617,1000699,439617,3243,0,0,0,1542811,27635,71617,3299068,0.6080928691106617,2862677,0.5276561350863643,8915368,1.6433040198920976,Norway
NO,2022,5425270,COMBA.1,0,4,6111,151191,2789,0,0,0,160095,0,4,0,0.0,4,7.372904942979797e-07,160095,0.029509130421158762,Norway
NO,2022,5425270,COMBA.4-5,0,16,11944,171273,4991,0,0,0,188224,0,16,0,0.0,16,2.9491619771919187e-06,188224,0.03469394149968573,Norway
NO,2022,5425270,JANSS,118,52,29,10,0,0,0,0,209,118,52,7148,0.0013175381133104897,195,3.5942911597026505e-05,7406,0.0013650933501927092,Norway
NO,2022,5425270,MOD,3172,15193,427496,71358,797,0,0,0,518016,3172,15193,548236,0.10105229785798679,1038233,0.19136983044161857,2342533,0.4317818283698323,Norway
NO,2022,5425270,MODBA.1,0,0,1108,19397,815,0,0,0,21320,0,0,0,0.0,0,0.0,21320,0.003929758334608231,Norway
NO,2022,5425270,MODBA.4-5,0,1,566,8717,257,0,0,0,9541,0,1,0,0.0,1,1.8432262357449492e-07,9541,0.0017586221515242559,Norway
NO,2023,5425270,AZ,2,1,0,6,5,0,0,0,14,2,1,143182,0.02639168188864333,4583,0.0008447505838419102,148084,0.027295231389405504,Norway
NO,2023,5425270,COM,483,551,525,3582,12565,0,0,0,17706,483,551,3299551,0.6081818969378483,2863228,0.527757696851954,8933074,1.6465676362651076,Norway
NO,2023,5425270,COMBA.1,0,0,79,717,2583,0,0,0,3379,0,0,0,0.0,4,7.372904942979797e-07,163474,0.03013195656621698,Norway
NO,2023,5425270,COMBA.4-5,0,17,6340,39787,122896,0,0,0,169040,0,17,0,0.0,33,6.082646577958332e-06,357264,0.06585183778871835,Norway
NO,2023,5425270,JANSS,2,0,0,2,1,0,0,0,5,2,0,7150,0.0013179067585576386,195,3.5942911597026505e-05,7411,0.0013660149633105817,Norway
NO,2023,5425270,MOD,6,8,25,279,557,0,0,0,875,6,8,548242,0.10105340379372824,1038241,0.19137130502260716,2343408,0.43194311066546,Norway
NO,2023,5425270,MODBA.1,0,0,3,52,19,0,0,0,74,0,0,0,0.0,0,0.0,21394,0.003943398208752744,Norway
NO,2023,5425270,MODBA.4-5,0,1,747,6606,12964,0,0,0,20318,0,1,0,0.0,2,3.6864524714898984e-07,29859,0.005503689217310844,Norway
PL,2020,37958138,AZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Poland
PL,2020,37958138,COM,104680,6,2,0,0,0,0,0,104688,104680,6,104680,0.0027577748940161395,6,1.5806887050149826e-07,104688,0.0027579856525101415,Poland
PL,2020,37958138,JANSS,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Poland
PL,2020,37958138,MOD,2,0,0,0,0,0,0,0,2,2,0,2,5.268962350049942e-08,0,0.0,2,5.268962350049942e-08,Poland
PL,2020,37958138,NVXD,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Poland
PL,2021,37840001,AZ,5317846,5265702,6,0,0,0,0,0,10583554,5317846,5265702,5317846,0.14053503856937002,5265702,0.1391570259207974,10583554,0.2796922230525311,Poland
PL,2021,37840001,COM,27143590,26628468,13263948,218,0,0,0,0,67036224,27143590,26628468,27248270,0.7200916828728413,26628474,0.7037122964135228,67140912,1.7743369509953237,Poland
PL,2021,37840001,JANSS,5057922,0,194,0,0,0,0,0,5058116,5057922,0,5057922,0.13366601126675445,0,0.0,5058116,0.13367113811651327,Poland
PL,2021,37840001,MOD,3079362,3053808,614668,6,0,0,0,0,6747844,3079362,3053808,3079364,0.08137853907562001,3053808,0.0807031691146097,6747846,0.17832573524509157,Poland
PL,2021,37840001,NVXD,14,12,2,0,0,0,0,0,28,14,12,14,3.6997884857349767e-07,12,3.1712472734871226e-07,28,7.399576971469953e-07,Poland
PL,2022,37654247,AZ,276,838,0,0,0,0,0,0,1114,276,838,5318122,0.14123564866401392,5266540,0.13986576334935075,10584668,0.28110157135794006,Poland
PL,2022,37654247,COM,703484,1041656,9705762,5163958,0,0,0,0,16614860,703484,1041656,27951754,0.74232672877511,27670130,0.7348475193249782,83755772,2.2243379876910034,Poland
PL,2022,37654247,JANSS,251914,0,144354,0,0,0,0,0,396268,251914,0,5309836,0.14101559380539463,0,0.0,5454384,0.14485441708607266,Poland
PL,2022,37654247,MOD,17094,27230,548840,339476,0,0,0,0,932640,17094,27230,3096458,0.08223396420595,3081038,0.08182444864718713,7680486,0.20397396341506976,Poland
PL,2022,37654247,NVXD,6802,5968,15172,3276,0,0,0,0,31218,6802,5968,6816,0.00018101543764771077,5980,0.00015881342680946456,31246,0.0008298134337940685,Poland
PL,2023,37654247,AZ,0,8,0,0,0,0,0,0,8,0,8,5318122,0.14123564866401392,5266548,0.1398659758087846,10584676,0.2811017838173739,Poland
PL,2023,37654247,COM,9474,11944,36726,201388,0,0,0,0,259532,9474,11944,27961228,0.7425783338596573,27682074,0.7351647212597293,84015304,2.231230490414534,Poland
PL,2023,37654247,JANSS,7302,0,1254,0,0,0,0,0,8556,7302,0,5317138,0.1412095161536493,0,0.0,5462940,0.14508164245058466,Poland
PL,2023,37654247,MOD,302,260,1292,12416,0,0,0,0,14270,302,260,3096760,0.08224198454957816,3081298,0.08183135357878754,7694756,0.20435293793021542,Poland
PL,2023,37654247,NVXD,126,116,76,172,0,0,0,0,490,126,116,6942,0.00018436167373098712,6096,0.00016189408860041736,31736,0.0008428265741179209,Poland
PT,2020,10295909,AZ,22,0,0,0,0,0,0,0,22,22,0,22,2.136771022354607e-06,0,0.0,22,2.136771022354607e-06,Portugal
PT,2020,10295909,BECNBG,8,10,0,0,0,0,0,0,18,8,10,8,7.770076444925844e-07,10,9.712595556157305e-07,18,1.7482672001083148e-06,Portugal
PT,2020,10295909,COM,72277,52,44,0,0,0,0,190,72563,72277,52,72277,0.007019972690123815,52,5.050549689201798e-06,72563,0.007047750713414425,Portugal
PT,2020,10295909,COMBA.1,2,0,0,0,0,0,0,0,2,2,0,2,1.942519111231461e-07,0,0.0,2,1.942519111231461e-07,Portugal
PT,2020,10295909,JANSS,6,0,0,0,0,0,0,0,6,6,0,6,5.827557333694383e-07,0,0.0,6,5.827557333694383e-07,Portugal
PT,2020,10295909,MOD,112,0,0,0,0,0,0,0,112,112,0,112,1.087810702289618e-05,0,0.0,112,1.087810702289618e-05,Portugal
PT,2020,10295909,SIN,4,4,0,0,0,0,0,0,8,4,4,4,3.885038222462922e-07,4,3.885038222462922e-07,8,7.770076444925844e-07,Portugal
PT,2021,10298252,AZ,2415709,2131064,27324,18745,70,0,0,2165,4595077,2415709,2131064,2415731,0.2345768000239264,2131064,0.2069345360746659,4595099,0.4462018408560987,Portugal
PT,2021,10298252,BECNBG,4599,4496,220,24,0,0,0,53,9392,4599,4496,4607,0.00044735747387032287,4506,0.00043754998421091266,9410,0.0009137473039113822,Portugal
PT,2021,10298252,BHACOV,139,147,9,3,0,0,0,2,300,139,147,139,1.3497436263940715e-05,147,1.4274267128052411e-05,300,2.9131157404188594e-05,Portugal
PT,2021,10298252,COM,11111775,10226697,5316000,91197,41120,0,0,29049,26815838,11111775,10226697,11184052,1.0860145974287676,10226749,0.9930567828404276,26888401,2.610967472926473,Portugal
PT,2021,10298252,COMBA.1,119,103,84,6,1,0,0,29,342,119,103,121,1.17495668196894e-05,103,1.0001697375438084e-05,344,3.340372715680292e-05,Portugal
PT,2021,10298252,COMBA.4-5,74,61,54,2,0,0,0,14,205,74,61,74,7.185685493033186e-06,61,5.923335338851681e-06,205,1.9906290892862206e-05,Portugal
PT,2021,10298252,JANSS,2271868,0,3368,30,12,0,0,1035,2276313,2271868,0,2271874,0.22060773032161185,0,0.0,2276319,0.22103935697048394,Portugal
PT,2021,10298252,MOD,2212033,1914110,932633,8562,6720,0,0,4390,5078448,2212033,1914110,2212145,0.21480781398629592,1914110,0.18586746566310478,5078560,0.4931477691553868,Portugal
PT,2021,10298252,MODBA.1,10,16,20,2,0,0,0,4,52,10,16,10,9.7103858013962e-07,16,1.5536617282233917e-06,52,5.049400616726023e-06,Portugal
PT,2021,10298252,MODBA.4-5,2,10,4,0,0,0,0,0,16,2,10,2,1.9420771602792397e-07,10,9.7103858013962e-07,16,1.5536617282233917e-06,Portugal
PT,2021,10298252,NVXD,195,211,23,6,0,0,0,8,443,195,211,195,1.8935252312722586e-05,211,2.0488914040945977e-05,443,4.3017009100185156e-05,Portugal
PT,2021,10298252,SGSK,2,2,0,0,0,0,0,0,4,2,2,2,1.9420771602792397e-07,2,1.9420771602792397e-07,4,3.8841543205584793e-07,Portugal
PT,2021,10298252,SIN,9600,9724,354,47,2,0,0,113,19840,9600,9724,9604,0.0009325854523660909,9728,0.0009446263307598222,19848,0.0019273173738611174,Portugal
PT,2022,10352042,AZ,397,1278,5575,1750,49,0,0,586,9635,397,1278,2416128,0.2333962709965821,2132342,0.20598274234204228,4604734,0.4448140762952855,Portugal
PT,2022,10352042,BECNBG,215,349,522,60,14,0,0,59,1219,215,349,4822,0.0004658018195830349,4855,0.00046898959644870066,10629,0.001026753948641244,Portugal
PT,2022,10352042,BHACOV,43,49,9,3,0,0,0,6,110,43,49,182,1.7581072410641302e-05,196,1.893346259607525e-05,410,3.960571257342271e-05,Portugal
PT,2022,10352042,COM,408921,403980,5378133,891694,28488,0,0,14648,7125864,408921,403980,11592973,1.1198730646571953,10630729,1.026920968829145,34014265,3.285754153624956,Portugal
PT,2022,10352042,COMBA.1,701,534,73747,1590505,610704,0,0,8692,2284883,701,534,822,7.940462374476457e-05,637,6.153375343724456e-05,2285227,0.22075132616347576,Portugal
PT,2022,10352042,COMBA.4-5,910,808,125711,2943171,151734,0,0,4808,3227142,910,808,984,9.50537101762145e-05,869,8.394479079586424e-05,3227347,0.3117594576992636,Portugal
PT,2022,10352042,JANSS,786,0,3542,1334,43,0,0,499,6204,786,0,2272660,0.21953736277345087,0,0.0,2282523,0.2204901216590891,Portugal
PT,2022,10352042,MOD,58228,45849,2184861,39263,2643,0,0,3418,2334262,58228,45849,2270373,0.21931644017673035,1959959,0.18933066538949514,7412822,0.7160734085120597,Portugal
PT,2022,10352042,MODBA.1,116,131,15382,416633,11983,0,0,569,444814,116,131,126,1.2171511668905517e-05,147,1.4200096947056436e-05,444866,0.042973743730947,Portugal
PT,2022,10352042,MODBA.4-5,2,0,24,60,4,0,0,2,92,2,0,4,3.8639719583827035e-07,10,9.65992989595676e-07,108,1.04327242876333e-05,Portugal
PT,2022,10352042,NVXD,42,50,43,27,2,0,0,9,173,42,50,237,2.2894033853417517e-05,261,2.521241702844714e-05,616,5.950516815909364e-05,Portugal
PT,2022,10352042,SGSK,1,1,4,0,0,0,0,0,6,1,1,3,2.8979789687870277e-07,3,2.8979789687870277e-07,10,9.65992989595676e-07,Portugal
PT,2022,10352042,SIN,1203,1236,539,170,4,0,0,60,3212,1203,1236,10807,0.001043948623856047,10964,0.001059114713792699,23060,0.0022275798340076285,Portugal
PT,2023,10352042,AZ,4,12,28,74,6,0,0,11,135,4,12,2416132,0.23339665739377796,2132354,0.20598390153362978,4604869,0.44482711720064505,Portugal
PT,2023,10352042,BECNBG,3,11,8,4,0,0,0,3,29,3,11,4825,0.00046609161747991363,4866,0.0004700521887372559,10658,0.0010295553283110714,Portugal
PT,2023,10352042,BHACOV,0,2,0,0,0,0,0,0,2,0,2,182,1.7581072410641302e-05,198,1.912666119399438e-05,412,3.979891117134185e-05,Portugal
PT,2023,10352042,COM,62272,5356,58516,1437,9112,0,0,8069,144762,62272,5356,11655245,1.1258884962020053,10636085,1.0274383546743724,34159027,3.2997380613409413,Portugal
PT,2023,10352042,COMBA.1,3,9,7,50,32,0,0,12,113,3,9,825,7.969442164164326e-05,646,6.240314712788066e-05,2285340,0.2207622418842582,Portugal
PT,2023,10352042,COMBA.4-5,1109,1009,33814,288041,13498,0,0,1852,339323,1109,1009,2093,0.00020218233272237496,1878,0.00018141348344606793,3566670,0.3445378216201209,Portugal
PT,2023,10352042,JANSS,35,0,52,20,4,0,0,9,120,35,0,2272695,0.21954074374891447,0,0.0,2282643,0.22050171357496423,Portugal
PT,2023,10352042,MOD,6,5,29,61,14,0,0,24,139,6,5,2270379,0.2193170197725241,1959964,0.18933114838598994,7412961,0.7160868358146151,Portugal
PT,2023,10352042,MODBA.1,66,66,1637,18586,614,0,0,86,21055,66,66,192,1.8547065400236977e-05,213,2.0575650678387898e-05,465921,0.04500764197054069,Portugal
PT,2023,10352042,MODBA.4-5,0,0,2,0,2,0,0,0,4,0,0,4,3.8639719583827035e-07,10,9.65992989595676e-07,112,1.081912148347157e-05,Portugal
PT,2023,10352042,NVXD,0,0,2,0,0,0,0,0,2,0,0,237,2.2894033853417517e-05,261,2.521241702844714e-05,618,5.969836675701277e-05,Portugal
PT,2023,10352042,SGSK,0,0,28,114,4,0,0,0,146,0,0,3,2.8979789687870277e-07,3,2.8979789687870277e-07,156,1.5069490637692544e-05,Portugal
PT,2023,10352042,SIN,17,41,10,18,0,0,0,3,89,17,41,10824,0.0010455908119383595,11005,0.0010630752850500414,23149,0.00223617717161503,Portugal
RO,2021,19201662,AZ,434049,418197,4,0,0,0,0,0,852250,434049,418197,434049,0.022604762025287186,418197,0.02177920848726532,852250,0.044384178827853546,Romania
RO,2021,19201662,COM,4969171,4859123,1022676,0,0,0,0,0,10850970,4969171,4859123,4969171,0.2587885881961676,4859123,0.25305741763395273,10850970,0.5651057705317384,Romania
RO,2021,19201662,JANSS,1927295,0,12693,0,0,0,0,0,1939988,1927295,0,1927295,0.10037125952951365,0,0.0,1939988,0.1010322960585391,Romania
RO,2021,19201662,MOD,403863,399749,105157,0,0,0,0,0,908769,403863,399749,403863,0.02103271060598817,399749,0.02081845831886844,908769,0.04732762195272472,Romania
RO,2022,19042455,AZ,11,32,2,0,0,0,0,0,45,11,32,434060,0.022794329827745426,418229,0.02196297693758499,852295,0.04475762185075401,Romania
RO,2022,19042455,COM,86489,177492,522278,25309,0,0,0,0,811568,86489,177492,5055660,0.265494128776988,5036615,0.2644939951282542,11662538,0.6124492876575001,Romania
RO,2022,19042455,JANSS,91773,0,36481,0,0,0,0,0,128254,91773,0,2019068,0.10602981600849261,0,0.0,2068242,0.10861215111181831,Romania
RO,2022,19042455,MOD,3075,6870,52436,10,0,0,0,0,62391,3075,6870,406938,0.02137003868461288,406619,0.02135328664292498,971160,0.05099972666339503,Romania
RO,2023,19042455,AZ,0,0,0,0,0,0,0,0,0,0,0,434060,0.022794329827745426,418229,0.02196297693758499,852295,0.04475762185075401,Romania
RO,2023,19042455,COM,1379,1678,2268,6420,0,0,0,0,11745,1379,1678,5057039,0.2655665459101781,5038293,0.2645821140183868,11674283,0.613066067374191,Romania
RO,2023,19042455,JANSS,840,0,446,0,0,0,0,0,1286,840,0,2019908,0.10607392796779617,0,0.0,2069528,0.10867968442094257,Romania
RO,2023,19042455,MOD,0,0,0,0,0,0,0,0,0,0,0,406938,0.02137003868461288,406619,0.02135328664292498,971160,0.05099972666339503,Romania
SE,2020,10327589,AZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Sweden
SE,2020,10327589,COM,20166,0,0,0,0,0,0,0,20166,20166,0,20166,0.0019526338625597901,0,0.0,20166,0.0019526338625597901,Sweden
SE,2020,10327589,MOD,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Sweden
SE,2020,10327589,NVXD,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Sweden
SE,2021,10379295,AZ,1454302,1173668,30,0,0,0,0,0,2628000,1454302,1173668,1454302,0.14011568223082588,1173668,0.11307781501537435,2628000,0.2531963876159219,Sweden
SE,2021,10379295,COM,10834596,10799040,3998692,0,0,0,0,0,25632328,10834596,10799040,10854762,1.0458091806813468,10799040,1.0404406079603672,25652494,2.471506398074243,Sweden
SE,2021,10379295,MOD,1845668,1791900,1040510,0,0,0,0,0,4678078,1845668,1791900,1845668,0.1778220967801763,1791900,0.17264178347373305,4678078,0.45071250022279935,Sweden
SE,2021,10379295,NVXD,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Sweden
SE,2022,10452326,AZ,0,0,0,0,0,0,0,0,0,0,0,1454302,0.13913668593956982,1173668,0.1122877338498627,2628000,0.2514272899639755,Sweden
SE,2022,10452326,COM,185238,315812,3735320,4210672,0,0,0,0,8447042,185238,315812,11040000,1.0562242318121344,11114852,1.0633855086418085,34099536,3.262387338473752,Sweden
SE,2022,10452326,MOD,32260,48306,2228518,1312408,0,0,0,0,3621492,32260,48306,1877928,0.17966603797087843,1840206,0.1760570805005508,8299570,0.7940404843859634,Sweden
SE,2022,10452326,NVXD,528,468,1182,11910,0,0,0,0,14088,528,468,528,5.051507195623252e-05,468,4.4774722870297e-05,14088,0.0013478339653776586,Sweden
SE,2023,10452326,AZ,0,0,0,0,0,0,0,0,0,0,0,1454302,0.13913668593956982,1173668,0.1122877338498627,2628000,0.2514272899639755,Sweden
SE,2023,10452326,COM,6084,6246,35600,233158,0,0,0,0,281088,6084,6246,11046084,1.0568063032094483,11121098,1.0639830789816545,34380624,3.289279725871543,Sweden
SE,2023,10452326,MOD,0,0,126,2084,0,0,0,0,2210,0,0,1877928,0.17966603797087843,1840206,0.1760570805005508,8301780,0.7942519205772954,Sweden
SE,2023,10452326,NVXD,0,0,0,32,0,0,0,0,32,0,0,528,5.051507195623252e-05,468,4.4774722870297e-05,14120,0.0013508954848901575,Sweden
SI,2020,2095861,COM,9320,1,0,0,0,0,0,0,9321,9320,1,9320,0.004446859786980148,1,4.771308784313464e-07,9321,0.00444733691785858,Slovenia
SI,2021,2108977,AZ,165674,155405,39,0,0,0,0,0,321118,165674,155405,165674,0.07855657031821589,155405,0.0736873849264359,321118,0.15226244762270996,Slovenia
SI,2021,2108977,COM,756084,732519,424249,160,0,0,0,0,1913012,756084,732519,765404,0.3629266701343827,732520,0.3473342762865598,1922333,0.9115002202489643,Slovenia
SI,2021,2108977,JANSS,135091,57,22,0,0,0,0,0,135170,135091,57,135091,0.06405522677582544,57,2.7027321777335646e-05,135170,0.06409268569548174,Slovenia
SI,2021,2108977,MOD,97722,95009,26877,3,0,0,0,0,219611,97722,95009,97722,0.04633620945131218,95009,0.04504980376741899,219611,0.10413152917267471,Slovenia
SI,2022,2107180,AZ,1,5,11,0,0,0,0,0,17,1,5,165675,0.07862403781357075,155410,0.07375259825928492,321135,0.15240036446815175,Slovenia
SI,2022,2107180,COM,9379,26720,175762,11210,0,0,0,0,223071,9379,26720,774783,0.3676871458537002,759240,0.36031093689195987,2145404,1.0181398836359494,Slovenia
SI,2022,2107180,COMBIV,56,145,5328,60263,0,0,0,0,65792,56,145,56,2.6575802731612866e-05,145,6.881234635864046e-05,65792,0.031222771666397746,Slovenia
SI,2022,2107180,JANSS,41,5,7,0,0,0,0,0,53,41,5,135132,0.06412931026300553,62,2.9423210167142816e-05,135223,0.06417249594244441,Slovenia
SI,2022,2107180,MOD,182,966,12033,724,0,0,0,0,13905,182,966,97904,0.04646209626135404,95975,0.045546654770831155,233516,0.11081919911920196,Slovenia
SI,2022,2107180,MODBIV,2,4,107,1556,0,0,0,0,1669,2,4,2,9.491358118433166e-07,4,1.8982716236866333e-06,1669,0.0007920538349832477,Slovenia
SI,2022,2107180,NVXD,100,90,24,3,0,0,0,0,217,100,90,100,4.745679059216583e-05,90,4.271111153294925e-05,217,0.00010298123558499985,Slovenia
SI,2023,2107180,AZ,0,0,1,0,0,0,0,0,1,0,0,165675,0.07862403781357075,155410,0.07375259825928492,321136,0.15240083903605767,Slovenia
SI,2023,2107180,COM,37,65,11,16,0,0,0,0,129,37,65,774820,0.3677047048662193,759305,0.36034178380584475,2145533,1.0182011028958133,Slovenia
SI,2023,2107180,COMBIV,115,189,445,3079,0,0,0,0,3828,115,189,171,8.115111191260357e-05,334,0.0001585056805778339,69620,0.03303941761026585,Slovenia
SI,2023,2107180,COMXBB,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,Slovenia
SI,2023,2107180,JANSS,7,0,2,0,0,0,0,0,9,7,0,135139,0.06413263223834699,62,2.9423210167142816e-05,135232,0.0641767670535977,Slovenia
SI,2023,2107180,MOD,0,0,1,0,0,0,0,0,1,0,0,97904,0.04646209626135404,95975,0.045546654770831155,233517,0.11081967368710789,Slovenia
SI,2023,2107180,MODBIV,1,4,18,169,0,0,0,0,192,1,4,3,1.423703717764975e-06,8,3.7965432473732665e-06,1861,0.0008831708729202061,Slovenia
SI,2023,2107180,NVXD,1,1,2,3,0,0,0,0,7,1,1,101,4.793135849808749e-05,91,4.318567943887091e-05,224,0.00010630321092645146,Slovenia
SI,2023,2107180,SGSK,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0,0.0,1,4.745679059216583e-07,Slovenia
SK,2020,5457873,COM,4534,5,0,0,0,0,0,0,4539,4534,5,4534,0.0008307265486023585,5,9.161077951062621e-07,4539,0.0008316426563974648,Slovakia
SK,2020,5457873,MOD,2,0,0,0,0,0,0,0,2,2,0,2,3.6644311804250483e-07,0,0.0,2,3.6644311804250483e-07,Slovakia
